,id,age,height_cm,weight_kgs,value_euro,finishing,dribbling,volleys,acceleration,crossing,heading_accuracy,body_type,overall_rating
3484,240372,31,154.94,78.0,220000.0,9,8,6,32,11,13,Normal,63
2727,236843,21,165.1,64.0,1200000.0,58,69,59,69,65,53,Stocky,65
15942,214350,28,185.42,79.8,4300000.0,78,64,80,59,49,78,Normal,73
1773,229348,21,182.88,64.0,1600000.0,33,69,32,85,60,54,Lean,69
2442,232003,35,185.42,83.0,150000.0,5,13,9,26,10,13,Normal,66
3611,226186,29,182.88,74.8,280000.0,53,59,44,57,37,63,Normal,62
2458,224592,27,190.5,88.9,575000.0,18,18,11,48,18,11,Normal,66
10406,177799,31,152.4,73.9,400000.0,57,54,48,65,65,47,Normal,65
2178,214094,30,175.26,77.1,725000.0,65,64,66,69,43,71,Normal,67
9486,219577,27,185.42,78.0,475000.0,21,30,37,59,39,61,Lean,64
13194,208631,27,182.88,69.9,1200000.0,55,72,69,46,76,35,Lean,69
8542,237838,21,182.88,72.1,525000.0,36,61,29,72,56,57,Normal,62
2892,224217,24,195.58,86.2,600000.0,34,62,33,62,67,70,Normal,65
8169,232872,23,182.88,78.9,375000.0,20,38,27,70,27,50,Lean,62
13310,239050,26,154.94,78.0,1100000.0,23,35,23,57,32,73,Normal,69
6284,244241,18,190.5,84.8,190000.0,19,31,27,62,27,60,Normal,57
11421,235324,23,152.4,71.2,850000.0,63,67,60,71,51,53,Lean,66
11369,213835,24,193.04,79.8,725000.0,57,68,43,73,66,62,Normal,66
9160,244010,21,172.72,64.9,600000.0,49,62,51,60,41,32,Normal,63
6051,239839,21,182.88,68.9,190000.0,57,59,40,68,35,60,Lean,57
16824,210441,26,154.94,77.1,8000000.0,80,63,69,67,37,78,Normal,75
11514,245022,21,190.5,78.0,1300000.0,29,44,37,63,39,66,Lean,66
783,193884,28,187.96,73.9,4100000.0,67,72,68,68,71,60,Lean,73
1661,193900,28,175.26,71.2,875000.0,47,68,32,85,67,59,Lean,69
5653,239002,19,170.18,64.9,170000.0,40,48,30,64,52,47,Lean,55
3732,243713,20,195.58,98.0,350000.0,26,32,30,52,28,58,Lean,61
7716,224894,23,165.1,62.1,375000.0,55,65,61,68,52,47,Normal,61
16982,215399,24,182.88,79.8,8500000.0,44,54,43,71,65,73,Normal,76
7757,225383,22,152.4,64.0,375000.0,49,63,58,56,54,58,Lean,61
3117,227217,24,175.26,64.0,575000.0,54,58,56,92,58,38,Lean,64
1368,224314,26,152.4,76.2,2100000.0,50,67,42,68,47,52,Normal,70
5160,224905,21,152.4,76.2,90000.0,54,46,40,54,31,56,Normal,52
10006,138251,33,175.26,73.0,250000.0,17,61,18,78,59,64,Normal,64
11203,205956,26,187.96,86.2,650000.0,25,53,39,83,42,60,Normal,66
4287,241332,20,175.26,67.1,160000.0,38,49,31,73,43,49,Lean,58
14409,216351,28,154.94,73.0,1800000.0,63,68,66,57,70,63,Normal,70
17004,194138,27,154.94,78.0,9000000.0,75,72,69,87,61,65,Normal,76
5173,244324,19,185.42,78.0,90000.0,31,52,32,64,42,50,Normal,52
14495,156421,34,152.4,77.1,550000.0,35,49,51,64,56,68,Normal,70
5357,247101,19,182.88,69.9,110000.0,19,31,27,56,28,48,Normal,53
15988,212273,25,175.26,68.0,5000000.0,72,72,69,91,67,64,Lean,73
7250,227948,22,190.5,79.8,240000.0,23,26,29,61,31,60,Lean,60
4441,238066,21,152.4,73.0,210000.0,31,47,28,62,35,41,Normal,57
14414,204062,29,182.88,77.1,,12,22,19,45,11,13,Normal,70
11434,225849,24,182.88,77.1,825000.0,59,70,46,81,59,41,Normal,66
3481,193524,30,187.96,83.0,290000.0,19,16,50,53,41,57,Normal,63
16794,223517,23,182.88,76.2,9000000.0,60,72,63,67,60,80,Normal,75
8241,212366,23,175.26,74.8,425000.0,51,63,38,69,40,58,Normal,62
16548,198347,30,154.94,77.1,6500000.0,76,75,72,77,67,72,Normal,75
12565,198852,30,182.88,74.8,850000.0,52,64,47,60,48,59,Normal,68
17716,24630,36,187.96,92.1,5000000.0,14,10,11,50,11,13,Normal,82
9081,246857,25,187.96,79.8,475000.0,67,59,58,63,35,67,Lean,63
15819,216468,25,175.26,67.1,5000000.0,69,75,60,67,75,52,Lean,73
3826,200844,28,154.94,72.1,240000.0,58,64,54,77,57,50,Lean,61
937,155463,30,190.5,82.1,2400000.0,47,51,43,60,44,74,Lean,72
4603,247027,23,170.18,79.8,100000.0,26,50,25,64,47,40,Normal,55
3556,231486,25,165.1,62.1,375000.0,52,65,48,87,61,41,Normal,62
15827,206218,24,187.96,82.1,4000000.0,10,10,10,54,10,17,Lean,73
8367,233050,19,152.4,68.0,,39,67,38,71,56,38,Lean,62
14754,188313,29,175.26,67.1,1900000.0,57,74,53,83,73,56,Normal,71
4217,236292,21,190.5,78.9,250000.0,12,25,30,34,24,58,Normal,58
10452,229753,21,187.96,79.8,725000.0,50,66,50,71,52,47,Normal,65
17313,181262,30,182.88,83.9,6500000.0,48,60,43,63,43,77,Normal,77
9503,232373,32,152.4,74.8,260000.0,34,56,32,66,45,68,Lean,64
5967,245807,18,185.42,68.0,170000.0,35,59,32,65,51,45,Lean,56
6481,232825,24,175.26,73.9,170000.0,44,58,45,54,47,47,Normal,58
10826,227835,21,175.26,59.0,875000.0,48,72,58,76,52,20,Lean,66
6044,102881,39,187.96,79.8,10000.0,12,12,9,30,17,14,Normal,57
10100,188399,32,185.42,74.8,350000.0,37,71,31,69,71,54,Lean,65
7301,53842,35,182.88,73.9,90000.0,53,54,46,43,63,49,Normal,60
3152,213933,22,182.88,78.0,650000.0,36,59,38,74,69,62,Lean,64
6716,235481,24,175.26,64.9,170000.0,25,32,23,59,34,54,Lean,59
4628,244328,19,170.18,69.9,120000.0,55,62,51,70,49,45,Normal,54
12994,214330,29,152.4,77.1,900000.0,64,71,48,76,65,63,Stocky,68
11523,236572,19,175.26,64.9,1200000.0,36,69,28,85,59,53,Lean,66
12787,189311,29,154.94,73.0,725000.0,40,65,45,73,65,65,Normal,68
4073,240109,21,182.88,83.9,350000.0,29,42,26,55,33,55,Normal,60
10705,169495,31,154.94,77.1,500000.0,60,65,53,69,61,58,Lean,65
4349,246290,18,175.26,72.1,230000.0,44,63,35,68,44,35,Normal,57
8944,232064,20,154.94,76.2,800000.0,68,51,44,44,28,69,Normal,63
8086,239821,20,152.4,64.9,550000.0,57,68,50,69,58,43,Normal,62
10492,225896,31,187.96,84.8,,35,42,25,63,57,68,Normal,65
16891,234943,21,182.88,73.9,12000000.0,60,77,61,74,59,54,Lean,76
5342,244811,20,185.42,74.8,90000.0,21,30,23,64,27,48,Normal,53
17144,183491,28,190.5,84.8,8500000.0,34,46,40,62,47,77,Normal,77
12789,144511,32,182.88,74.8,775000.0,52,58,59,54,59,62,Lean,68
5716,239931,21,175.26,69.9,140000.0,58,64,20,65,47,54,Lean,55
5760,240390,20,185.42,74.8,160000.0,51,55,38,76,28,49,Lean,55
5588,233451,26,182.88,77.1,110000.0,53,46,32,63,41,47,Normal,55
3824,236940,21,185.42,74.8,425000.0,65,61,53,61,45,62,Lean,61
11847,216237,29,152.4,73.9,625000.0,51,60,46,65,69,41,Lean,67
13254,204513,26,187.96,88.0,900000.0,10,11,10,48,10,13,Normal,69
5720,247095,17,175.26,69.9,160000.0,27,52,26,72,46,45,Lean,55
7535,236757,20,182.88,76.2,450000.0,59,60,55,78,29,59,Normal,61
16597,211879,24,185.42,77.1,8500000.0,59,77,63,66,60,56,Lean,75
4474,244818,19,170.18,64.9,190000.0,41,51,41,81,48,31,Lean,56
817,215181,26,152.4,71.2,4100000.0,38,68,40,79,68,57,Normal,73
7305,236626,21,182.88,73.0,240000.0,22,60,22,73,36,55,Lean,60
948,149571,39,175.26,76.2,900000.0,78,68,75,34,64,60,Normal,72
7066,225757,24,185.42,69.9,280000.0,53,59,30,77,46,45,Lean,60
11540,225812,22,152.4,78.0,1100000.0,58,56,31,64,61,69,Normal,66
10071,226810,25,182.88,78.0,600000.0,30,53,26,69,56,58,Normal,65
6726,239564,19,187.96,76.2,210000.0,12,13,11,36,11,9,Normal,59
3149,237997,21,175.26,59.0,725000.0,55,68,48,78,62,46,Lean,64
17726,163489,32,187.96,82.1,13500000.0,10,10,19,48,10,10,Lean,82
8451,231479,22,187.96,81.2,475000.0,20,31,26,59,26,57,Normal,62
